EMPLOYEE_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE_NUMBER,HIRE_DATE,JOB_ID,SALARY,COMMISSION_PCT,MANAGER_ID,DEPARTMENT_ID
143,Randall,Matos,RMATOS,650.121.2874,2006-03-15,ST_CLERK,2600.00,0.00,124,50
144,Peter,Vargas,PVARGAS,650.121.2004,2006-07-09,ST_CLERK,2500.00,0.00,124,50
145,John,Russell,JRUSSEL,011.44.1344.429268,2004-10-01,SA_MAN,14000.00,0.40,100,80
146,Karen,Partners,KPARTNER,011.44.1344.467268,2005-01-05,SA_MAN,13500.00,0.30,100,80
147,Alberto,Errazuriz,AERRAZUR,011.44.1344.436468,2006-12-02,SA_MAN,13000.00,0.25,100,80
148,Lorraine,Johnson,LJOHNSON,011.44.1344.469268,2007-03-17,SA_MAN,12500.00,0.25,100,80
149,David,Park,DPARK,011.44.1344.482368,2008-03-15,SA_MAN,12000.00,0.30,100,80
150,Roger,Harui,RHARUI,011.44.1344.472668,2005-04-03,SA_MAN,11000.00,0.30,100,80
151,Gerald,Ernst,GERALD,011.44.1344.441568,2005-06-03,SA_MAN,10500.00,0.20,100,80
152,Jeffrey,Weiss,JWEISS,011.44.1344.474368,2006-04-23,SA_MAN,9500.00,0.20,100,80
153,Betty,Chang,BCHANG,011.44.1344.468268,2008-01-19,SA_MAN,10000.00,0.25,100,80
154,Jack,Livingston,JLIVING,011.44.1344.452268,2007-11-07,SA_MAN,12500.00,0.30,100,80
155,Charles,Hunter,CHUNTER,011.44.1344.420868,2005-06-05,SA_REP,6500.00,0.00,145,80
156,Franklin,Hopkins,FHOPKINS,011.44.1344.415968,2005-11-01,SA_REP,6200.00,0.00,145,80
157,Robert,James,RJAMES,011.44.1344.438268,2007-06-15,SA_REP,5000.00,0.00,145,80
158,Victor,Heiser,VHEISER,011.44.1344.474168,2007-02-17,SA_REP,4200.00,0.00,145,80
159,Jacquelyn,Chavez,JCHAVEZ,011.44.1344.456868,2007-08-19,SA_REP,4500.00,0.00,145,80
160,Elizabeth,Ernst,EERNST,011.44.1344.436568,2005-07-19,SA_REP,4600.00,0.00,145,80
161,Mary,West,MWEST,011.44.1344.469468,2006-01-30,SA_REP,5200.00,0.00,145,80
162,Louise,Wallace,LWALLACE,011.44.1344.452968,2007-02-22,SA_REP,4300.00,0.00,145,80
163,Michael,Ridge,MRIDGE,011.44.1344.464968,2008-02-17,SA_REP,4000.00,0.00,145,80
164,Larry,Robinson,LROBINSON,011.44.1344.478168,2007-06-26,SA_REP,5100.00,0.00,145,80
165,Jennifer,Whalen,JWHALEN,011.44.1344.452168,2005-09-25,AD_ASST,4400.00,0.00,101,90
165,Barbara,Scott,BSCOTT,515.124.4369,2006-02-16,SA_REP,6200.00,0.00,140,70
166,Christopher,Harris,CHARRIS,590.423.6969,2003-11-05,SA_REP,6000.00,0.00,140,70
167,Susan,Young,SYOUNG,515.125.4669,2005-07-07,SA_REP,6100.00,0.00,140,70
168,Larry,Thomas,LTHOMAS,590.423.7069,2006-02-01,SA_REP,5900.00,0.00,140,70
169,Sandra,Moore,SMOORE,515.124.4469,2008-06-22,SA_REP,6800.00,0.00,140,70
170,Paul,Martin,PMARTIN,590.423.7169,2006-04-03,SA_REP,6300.00,0.00,140,70
171,George,Lee,GLEE,590.423.7269,2007-05-14,SA_REP,6400.00,0.00,140,70
172,Julie,Walker,JWALKER,515.124.4569,2004-11-13,SA_REP,6700.00,0.00,140,70
173,Harold,King,HKING,590.423.7369,2005-03-10,SA_REP,6000.00,0.00,140,70
174,Denise,Scott,DSCOTT,590.423.7469,2007-08-22,SA_REP,6500.00,0.00,140,70
175,Lisa,Roberts,LROBER,515.124.4669,2008-01-30,SA_REP,6200.00,0.00,140,70
176,John,Adams,JADAMS,590.423.7569,2006-11-23,SA_REP,6900.00,0.00,140,70
177,Joseph,Johnson,JJONSON,590.423.7669,2003-12-17,SA_REP,6300.00,0.00,140,70
178,Janet,Williams,JWILLIAMS,590.423.7769,2007-04-28,SA_REP,6700.00,0.00,140,70
179,Edward,Anderson,EANDERSON,590.423.7869,2006-03-30,SA_REP,6600.00,0.00,140,70
180,Robert,Roberts,RROBER,515.124.4769,2005-02-15,SA_REP,6800.00,0.00,140,70
181,Charles,Young,CYOUNG,590.423.7969,2004-08-10,SA_REP,6000.00,0.00,140,70
182,Christine,Scott,CSCOTT,515.125.4769,2007-09-18,SA_REP,6100.00,0.00,140,70
183,Jonathan,King,JKING,590.423.8069,2005-11-12,SA_REP,6500.00,0.00,140,70
184,Monica,Jackson,MJACKSON,590.423.8169,2003-04-22,SA_REP,6300.00,0.00,140,70
185,Andrew,Thomas,ATHOMAS,515.125.4869,2006-07-09,SA_REP,6200.00,0.00,140,70
186,Gloria,Lee,GLLEE,515.125.4969,2005-05-06,SA_REP,6400.00,0.00,140,70
187,Frank,Adams,FADAMS,590.423.8269,2006-08-01,SA_REP,6600.00,0.00,140,70
188,David,Martin,DMARTIN,590.423.8369,2005-06-18,SA_REP,6700.00,0.00,140,70
189,Susan,Baker,SBaker,590.423.8469,2004-12-06,SA_REP,5900.00,0.00,140,70
190,Richard,Moore,RMORE,590.423.8569,2007-02-25,SA_REP,6500.00,0.00,140,70
191,Steven,Martin,SMARTIN,590.423.8669,2006-05-16,SA_REP,6200.00,0.00,140,70
192,Patricia,Wright,PWRIGHT,515.124.4869,2007-11-12,SA_REP,6400.00,0.00,140,70
193,James,Anderson,JANDERSON,590.423.8769,2004-07-11,SA_REP,6600.00,0.00,140,70
194,Mary,Wilson,MWILSON,515.125.5069,2006-10-08,SA_REP,6300.00,0.00,140,70
195,Joseph,Brown,JBROWN,590.423.8869,2005-01-19,SA_REP,6100.00,0.00,140,70
196,Lillian,Roberts,LROBER,590.423.8969,2007-07-20,SA_REP,6700.00,0.00,140,70
197,John,Wilson,JWILSON,515.124.4969,2006-03-22,SA_REP,6500.00,0.00,140,70
198,Jacqueline,Adams,JADAMS,590.423.9069,2004-09-19,SA_REP,6200.00,0.00,140,70
199,Charles,Moore,CMOORE,515.125.5169,2007-03-25,SA_REP,6400.00,0.00,140,70
200,Thomas,Jackson,TJACKSON,590.423.9169,2005-10-08,SA_REP,6500.00,0.00,140,70
